ride_id,date,hour,pickup_area,distance_km,fare,passengers,rating
461,2025-02-10,10,Old Town,6.06,13.61,1,5.0
462,2025-01-29,6,Downtown,12.21,18.82,1,2.0
463,2025-03-16,21,Greenfield,16.31,23.75,1,5.0
464,2025-02-18,5,Lakeside,10.8,15.52,1,2.0
465,2025-02-13,23,Lakeside,9.18,13.89,4,4.0
466,2025-03-04,18,Riverside,1.76,3.33,2,5.0
467,2025-01-18,21,Riverside,5.22,7.72,3,5.0
468,2025-03-24,9,Hillcrest,14.43,22.34,1,3.0
469,2025-03-27,10,Downtown,4.72,6.5,1,3.0
470,2025-01-30,12,Riverside,6.89,11.08,1,5.0
471,2025-02-17,11,Market District,11.28,17.85,2,2.0
472,2025-03-03,23,Downtown,5.28,10.76,1,4.0
473,2025-01-02,8,Hillcrest,9.84,17.58,2,5.0
474,2025-02-06,9,Hillcrest,11.19,18.66,2,4.0
475,2025-01-23,6,Airport,4.3,6.52,1,5.0
476,2025-03-21,12,Old Town,18.78,25.26,1,5.0
477,2025-02-17,17,Lakeside,7.12,12.22,1,1.0
478,2025-01-29,20,Airport,12.8,18.27,2,3.0
479,2025-01-05,7,Tech Park,9.91,15.01,1,4.0
480,2025-01-08,12,Riverside,10.95,17.84,1,3.0
481,2025-03-24,19,Market District,14.37,21.45,4,1.0
482,2025-03-09,4,Uptown,10.5,15.17,1,3.0
483,2025-03-14,16,Greenfield,11.43,19.22,1,5.0
484,2025-02-05,8,Riverside,10.04,18.11,3,
485,2025-01-27,8,Tech Park,21.51,31.31,3,5.0
486,2025-03-14,2,Market District,12.27,19.02,2,5.0
487,2025-03-11,21,Tech Park,11.87,17.72,2,5.0
488,2025-03-30,4,Hillcrest,7.45,10.91,2,5.0
489,2025-01-13,16,Uptown,11.44,19.88,2,5.0
490,2025-03-20,19,Old Town,2.52,6.44,1,5.0
491,2025-02-27,21,Uptown,5.45,9.38,1,2.0
492,2025-02-25,8,Market District,4.58,9.43,2,5.0
493,2025-03-21,17,Uptown,10.6,14.95,2,5.0
494,2025-01-20,16,Riverside,12.11,17.68,2,5.0
495,2025-01-14,13,Downtown,6.5,11.29,3,5.0
496,2025-02-04,10,Riverside,1.41,3.0,1,5.0
497,2025-03-13,13,Airport,14.81,20.93,1,5.0
498,2025-01-12,23,Tech Park,5.68,10.16,1,5.0
499,2025-01-11,12,Market District,18.53,29.68,1,4.0
500,2025-01-22,11,Greenfield,13.62,21.09,1,5.0
305,2025-01-04,18,Airport,16.39,23.66,2,4.0
341,2025-03-04,9,Airport,5.63,9.78,1,5.0
48,2025-01-08,11,Tech Park,0.54,3.48,1,5.0
68,2025-02-24,9,Airport,13.92,22.18,1,3.0
480,2025-01-08,12,Riverside,10.95,17.84,1,3.0
486,2025-03-14,2,Market District,12.27,19.02,2,5.0
